snapshot_date,product_id,stock_on_hand,units_received,units_sold,stockout_days,days_of_supply,fill_rate,stockout_flag,overstock_flag,reorder_flag,sell_through_rate,product_name,category,segment,year,month
2017-03-31,1231,71,2,2,0,1065.0,1.0,0,1,0,0.0274,MekongFit UC-33,Streetwear,Everyday,2017,3
2017-04-30,1231,71,4,4,1,532.5,0.9667,1,1,0,0.0533,MekongFit UC-33,Streetwear,Everyday,2017,4
2017-05-31,1231,71,1,1,1,2130.0,0.9667,1,1,0,0.0139,MekongFit UC-33,Streetwear,Everyday,2017,5
2017-07-31,1231,71,3,3,1,710.0,0.9667,1,1,0,0.0405,MekongFit UC-33,Streetwear,Everyday,2017,7
2017-08-31,1231,71,4,4,1,532.5,0.9667,1,1,0,0.0533,MekongFit UC-33,Streetwear,Everyday,2017,8
2017-09-30,1231,71,1,1,2,2130.0,0.9333,1,1,0,0.0139,MekongFit UC-33,Streetwear,Everyday,2017,9
2017-10-31,1231,71,2,2,0,1065.0,1.0,0,1,0,0.0274,MekongFit UC-33,Streetwear,Everyday,2017,10
2017-11-30,1231,71,2,2,1,1065.0,0.9667,1,1,0,0.0274,MekongFit UC-33,Streetwear,Everyday,2017,11
2017-12-31,1231,71,2,2,2,1065.0,0.9333,1,1,0,0.0274,MekongFit UC-33,Streetwear,Everyday,2017,12
2018-01-31,1231,71,1,1,0,2130.0,1.0,0,1,0,0.0139,MekongFit UC-33,Streetwear,Everyday,2018,1
2018-02-28,1231,71,2,2,0,1065.0,1.0,0,1,0,0.0274,MekongFit UC-33,Streetwear,Everyday,2018,2
2018-03-31,1231,71,3,3,1,710.0,0.9667,1,1,0,0.0405,MekongFit UC-33,Streetwear,Everyday,2018,3
2018-04-30,1231,72,5,4,0,540.0,1.0,0,1,0,0.0526,MekongFit UC-33,Streetwear,Everyday,2018,4
2018-05-31,1231,72,3,3,0,720.0,1.0,0,1,0,0.04,MekongFit UC-33,Streetwear,Everyday,2018,5
2018-06-30,1231,72,4,4,2,540.0,0.9333,1,1,0,0.0526,MekongFit UC-33,Streetwear,Everyday,2018,6
2018-08-31,1231,72,2,2,2,1080.0,0.9333,1,1,0,0.027,MekongFit UC-33,Streetwear,Everyday,2018,8
2018-10-31,1231,72,1,1,1,2160.0,0.9667,1,1,0,0.0137,MekongFit UC-33,Streetwear,Everyday,2018,10
2019-02-28,1231,72,1,1,0,2160.0,1.0,0,1,0,0.0137,MekongFit UC-33,Streetwear,Everyday,2019,2
2019-03-31,1231,72,1,1,0,2160.0,1.0,0,1,0,0.0137,MekongFit UC-33,Streetwear,Everyday,2019,3
2019-04-30,1231,72,1,1,0,2160.0,1.0,0,1,0,0.0137,MekongFit UC-33,Streetwear,Everyday,2019,4
2019-06-30,1231,72,2,2,0,1080.0,1.0,0,1,0,0.027,MekongFit UC-33,Streetwear,Everyday,2019,6
2020-04-30,1231,72,1,1,2,2160.0,0.9333,1,1,0,0.0137,MekongFit UC-33,Streetwear,Everyday,2020,4
2020-05-31,1231,72,1,1,1,2160.0,0.9667,1,1,0,0.0137,MekongFit UC-33,Streetwear,Everyday,2020,5
2020-12-31,1231,72,1,1,0,2160.0,1.0,0,1,0,0.0137,MekongFit UC-33,Streetwear,Everyday,2020,12
2021-12-31,1231,72,1,1,0,2160.0,1.0,0,1,0,0.0137,MekongFit UC-33,Streetwear,Everyday,2021,12
2012-07-31,1232,22,8,7,2,94.3,0.9333,1,1,0,0.2414,MekongFit UC-34,Streetwear,Everyday,2012,7
2012-08-31,1232,23,7,6,1,115.0,0.9667,1,1,0,0.2069,MekongFit UC-34,Streetwear,Everyday,2012,8
2012-09-30,1232,23,2,2,1,345.0,0.9667,1,1,0,0.08,MekongFit UC-34,Streetwear,Everyday,2012,9
2012-10-31,1232,23,5,5,0,138.0,1.0,0,1,0,0.1786,MekongFit UC-34,Streetwear,Everyday,2012,10
2012-12-31,1232,23,4,4,0,172.5,1.0,0,1,0,0.1481,MekongFit UC-34,Streetwear,Everyday,2012,12
2013-01-31,1232,23,2,2,1,345.0,0.9667,1,1,0,0.08,MekongFit UC-34,Streetwear,Everyday,2013,1
2013-02-28,1232,23,2,2,1,345.0,0.9667,1,1,0,0.08,MekongFit UC-34,Streetwear,Everyday,2013,2
2013-03-31,1232,24,9,8,0,90.0,1.0,0,0,0,0.25,MekongFit UC-34,Streetwear,Everyday,2013,3
2013-04-30,1232,25,6,5,1,150.0,0.9667,1,1,0,0.1667,MekongFit UC-34,Streetwear,Everyday,2013,4
2013-05-31,1232,28,15,12,1,70.0,0.9667,1,0,0,0.3,MekongFit UC-34,Streetwear,Everyday,2013,5
2013-06-30,1232,29,9,8,2,108.8,0.9333,1,1,0,0.2162,MekongFit UC-34,Streetwear,Everyday,2013,6
2013-07-31,1232,29,3,3,2,290.0,0.9333,1,1,0,0.0938,MekongFit UC-34,Streetwear,Everyday,2013,7
2013-08-31,1232,30,10,9,2,100.0,0.9333,1,1,0,0.2308,MekongFit UC-34,Streetwear,Everyday,2013,8
2013-09-30,1232,30,6,6,2,150.0,0.9333,1,1,0,0.1667,MekongFit UC-34,Streetwear,Everyday,2013,9
2013-10-31,1232,30,2,2,2,450.0,0.9333,1,1,0,0.0625,MekongFit UC-34,Streetwear,Everyday,2013,10
2013-12-31,1232,30,2,2,1,450.0,0.9667,1,1,0,0.0625,MekongFit UC-34,Streetwear,Everyday,2013,12
2014-01-31,1232,30,1,1,0,900.0,1.0,0,1,0,0.0323,MekongFit UC-34,Streetwear,Everyday,2014,1
2014-02-28,1232,30,1,1,2,900.0,0.9333,1,1,0,0.0323,MekongFit UC-34,Streetwear,Everyday,2014,2
2014-03-31,1232,30,7,7,1,128.6,0.9667,1,1,0,0.1892,MekongFit UC-34,Streetwear,Everyday,2014,3
2014-04-30,1232,31,8,7,1,132.9,0.9667,1,1,0,0.1842,MekongFit UC-34,Streetwear,Everyday,2014,4
2014-05-31,1232,33,13,11,2,90.0,0.9333,1,0,0,0.25,MekongFit UC-34,Streetwear,Everyday,2014,5
2014-06-30,1232,34,10,9,1,113.3,0.9667,1,1,0,0.2093,MekongFit UC-34,Streetwear,Everyday,2014,6
2014-07-31,1232,35,7,6,1,175.0,0.9667,1,1,0,0.1463,MekongFit UC-34,Streetwear,Everyday,2014,7
2014-08-31,1232,35,3,3,0,350.0,1.0,0,1,0,0.0789,MekongFit UC-34,Streetwear,Everyday,2014,8
2014-09-30,1232,35,1,1,1,1050.0,0.9667,1,1,0,0.0278,MekongFit UC-34,Streetwear,Everyday,2014,9
2014-12-31,1232,35,1,1,2,1050.0,0.9333,1,1,0,0.0278,MekongFit UC-34,Streetwear,Everyday,2014,12
2015-01-31,1232,35,4,4,0,262.5,1.0,0,1,0,0.1026,MekongFit UC-34,Streetwear,Everyday,2015,1
2015-02-28,1232,35,1,1,1,1050.0,0.9667,1,1,0,0.0278,MekongFit UC-34,Streetwear,Everyday,2015,2
2015-03-31,1232,35,3,3,1,350.0,0.9667,1,1,0,0.0789,MekongFit UC-34,Streetwear,Everyday,2015,3
2015-04-30,1232,35,4,4,1,262.5,0.9667,1,1,0,0.1026,MekongFit UC-34,Streetwear,Everyday,2015,4
2015-05-31,1232,36,9,8,0,135.0,1.0,0,1,0,0.1818,MekongFit UC-34,Streetwear,Everyday,2015,5
2015-06-30,1232,36,4,4,1,270.0,0.9667,1,1,0,0.1,MekongFit UC-34,Streetwear,Everyday,2015,6
2015-07-31,1232,36,3,3,2,360.0,0.9333,1,1,0,0.0769,MekongFit UC-34,Streetwear,Everyday,2015,7
2015-08-31,1232,36,2,2,2,540.0,0.9333,1,1,0,0.0526,MekongFit UC-34,Streetwear,Everyday,2015,8
2015-09-30,1232,36,3,3,2,360.0,0.9333,1,1,0,0.0769,MekongFit UC-34,Streetwear,Everyday,2015,9
2015-10-31,1232,36,4,4,1,270.0,0.9667,1,1,0,0.1,MekongFit UC-34,Streetwear,Everyday,2015,10
2015-11-30,1232,36,2,2,2,540.0,0.9333,1,1,0,0.0526,MekongFit UC-34,Streetwear,Everyday,2015,11
2015-12-31,1232,36,1,1,0,1080.0,1.0,0,1,0,0.027,MekongFit UC-34,Streetwear,Everyday,2015,12
2016-01-31,1232,36,3,3,2,360.0,0.9333,1,1,0,0.0769,MekongFit UC-34,Streetwear,Everyday,2016,1
2016-02-29,1232,36,4,4,1,270.0,0.9667,1,1,0,0.1,MekongFit UC-34,Streetwear,Everyday,2016,2
2016-03-31,1232,36,1,1,0,1080.0,1.0,0,1,0,0.027,MekongFit UC-34,Streetwear,Everyday,2016,3
2016-04-30,1232,37,6,5,1,222.0,0.9667,1,1,0,0.119,MekongFit UC-34,Streetwear,Everyday,2016,4
2016-05-31,1232,38,5,4,0,285.0,1.0,0,1,0,0.0952,MekongFit UC-34,Streetwear,Everyday,2016,5
2016-06-30,1232,40,12,10,0,120.0,1.0,0,1,0,0.2,MekongFit UC-34,Streetwear,Everyday,2016,6
2016-07-31,1232,41,5,4,2,307.5,0.9333,1,1,0,0.0889,MekongFit UC-34,Streetwear,Everyday,2016,7
2016-08-31,1232,41,5,5,1,246.0,0.9667,1,1,0,0.1087,MekongFit UC-34,Streetwear,Everyday,2016,8
2016-09-30,1232,41,1,1,2,1230.0,0.9333,1,1,0,0.0238,MekongFit UC-34,Streetwear,Everyday,2016,9
2016-10-31,1232,41,1,1,0,1230.0,1.0,0,1,0,0.0238,MekongFit UC-34,Streetwear,Everyday,2016,10
2016-11-30,1232,41,3,3,0,410.0,1.0,0,1,0,0.0682,MekongFit UC-34,Streetwear,Everyday,2016,11
2016-12-31,1232,41,2,2,2,615.0,0.9333,1,1,0,0.0465,MekongFit UC-34,Streetwear,Everyday,2016,12
2017-05-31,1232,41,1,1,0,1230.0,1.0,0,1,0,0.0238,MekongFit UC-34,Streetwear,Everyday,2017,5
2017-09-30,1232,41,1,1,0,1230.0,1.0,0,1,0,0.0238,MekongFit UC-34,Streetwear,Everyday,2017,9
2017-10-31,1232,41,3,3,1,410.0,0.9667,1,1,0,0.0682,MekongFit UC-34,Streetwear,Everyday,2017,10
2021-03-31,1232,41,1,1,0,1230.0,1.0,0,1,0,0.0238,MekongFit UC-34,Streetwear,Everyday,2021,3
2021-12-31,1232,41,1,1,2,1230.0,0.9333,1,1,0,0.0238,MekongFit UC-34,Streetwear,Everyday,2021,12
2019-11-30,1235,6,2,2,0,90.0,1.0,0,0,0,0.25,VietMode MP-03,Casual,Activewear,2019,11
2020-03-31,1235,6,2,2,0,90.0,1.0,0,0,0,0.25,VietMode MP-03,Casual,Activewear,2020,3
2020-04-30,1235,6,1,1,1,180.0,0.9667,1,1,0,0.1429,VietMode MP-03,Casual,Activewear,2020,4
2020-06-30,1235,6,4,4,2,45.0,0.9333,1,0,0,0.4,VietMode MP-03,Casual,Activewear,2020,6
2020-07-31,1235,6,2,2,0,90.0,1.0,0,0,0,0.25,VietMode MP-03,Casual,Activewear,2020,7
2020-09-30,1235,6,1,1,0,180.0,1.0,0,1,0,0.1429,VietMode MP-03,Casual,Activewear,2020,9
2020-10-31,1235,6,1,1,0,180.0,1.0,0,1,0,0.1429,VietMode MP-03,Casual,Activewear,2020,10
2020-11-30,1235,6,1,1,1,180.0,0.9667,1,1,0,0.1429,VietMode MP-03,Casual,Activewear,2020,11
2021-01-31,1235,6,1,1,0,180.0,1.0,0,1,0,0.1429,VietMode MP-03,Casual,Activewear,2021,1
2021-03-31,1235,6,1,1,2,180.0,0.9333,1,1,0,0.1429,VietMode MP-03,Casual,Activewear,2021,3
2021-04-30,1235,6,2,2,1,90.0,0.9667,1,0,0,0.25,VietMode MP-03,Casual,Activewear,2021,4
2021-05-31,1235,6,1,1,0,180.0,1.0,0,1,0,0.1429,VietMode MP-03,Casual,Activewear,2021,5
2021-06-30,1235,6,1,1,0,180.0,1.0,0,1,0,0.1429,VietMode MP-03,Casual,Activewear,2021,6
2022-03-31,1235,6,1,1,0,180.0,1.0,0,1,0,0.1429,VietMode MP-03,Casual,Activewear,2022,3
2019-11-30,1236,6,2,2,1,90.0,0.9667,1,0,0,0.25,VietMode MP-04,Casual,Activewear,2019,11
2020-03-31,1236,6,2,2,1,90.0,0.9667,1,0,0,0.25,VietMode MP-04,Casual,Activewear,2020,3
2020-04-30,1236,6,1,1,2,180.0,0.9333,1,1,0,0.1429,VietMode MP-04,Casual,Activewear,2020,4
2020-06-30,1236,6,4,4,2,45.0,0.9333,1,0,0,0.4,VietMode MP-04,Casual,Activewear,2020,6
2020-07-31,1236,6,2,2,1,90.0,0.9667,1,0,0,0.25,VietMode MP-04,Casual,Activewear,2020,7
2020-09-30,1236,6,1,1,0,180.0,1.0,0,1,0,0.1429,VietMode MP-04,Casual,Activewear,2020,9
2020-10-31,1236,6,1,1,2,180.0,0.9333,1,1,0,0.1429,VietMode MP-04,Casual,Activewear,2020,10
2020-11-30,1236,6,1,1,2,180.0,0.9333,1,1,0,0.1429,VietMode MP-04,Casual,Activewear,2020,11
2021-01-31,1236,6,1,1,1,180.0,0.9667,1,1,0,0.1429,VietMode MP-04,Casual,Activewear,2021,1
2021-03-31,1236,6,1,1,2,180.0,0.9333,1,1,0,0.1429,VietMode MP-04,Casual,Activewear,2021,3
2021-04-30,1236,6,2,2,0,90.0,1.0,0,0,0,0.25,VietMode MP-04,Casual,Activewear,2021,4
2021-05-31,1236,6,1,1,1,180.0,0.9667,1,1,0,0.1429,VietMode MP-04,Casual,Activewear,2021,5
2021-06-30,1236,6,1,1,0,180.0,1.0,0,1,0,0.1429,VietMode MP-04,Casual,Activewear,2021,6
2022-03-31,1236,6,1,1,1,180.0,0.9667,1,1,0,0.1429,VietMode MP-04,Casual,Activewear,2022,3
2021-09-30,1239,3,1,1,1,90.0,0.9667,1,0,0,0.25,VietMode MP-07,Casual,Activewear,2021,9
2021-10-31,1239,3,2,2,0,45.0,1.0,0,0,0,0.4,VietMode MP-07,Casual,Activewear,2021,10
2021-11-30,1239,3,1,1,1,90.0,0.9667,1,0,0,0.25,VietMode MP-07,Casual,Activewear,2021,11
2021-12-31,1239,3,2,2,1,45.0,0.9667,1,0,0,0.4,VietMode MP-07,Casual,Activewear,2021,12
2022-01-31,1239,3,5,5,2,18.0,0.9333,1,0,0,0.625,VietMode MP-07,Casual,Activewear,2022,1
2022-03-31,1239,3,1,1,1,90.0,0.9667,1,0,0,0.25,VietMode MP-07,Casual,Activewear,2022,3
2022-05-31,1239,3,1,1,0,90.0,1.0,0,0,0,0.25,VietMode MP-07,Casual,Activewear,2022,5
2022-11-30,1239,3,1,1,1,90.0,0.9667,1,0,0,0.25,VietMode MP-07,Casual,Activewear,2022,11
2021-09-30,1240,3,1,1,0,90.0,1.0,0,0,0,0.25,VietMode MP-08,Casual,Activewear,2021,9
2021-10-31,1240,3,2,2,0,45.0,1.0,0,0,0,0.4,VietMode MP-08,Casual,Activewear,2021,10
2021-11-30,1240,3,1,1,0,90.0,1.0,0,0,0,0.25,VietMode MP-08,Casual,Activewear,2021,11
2021-12-31,1240,3,2,2,0,45.0,1.0,0,0,0,0.4,VietMode MP-08,Casual,Activewear,2021,12
2022-01-31,1240,3,5,5,2,18.0,0.9333,1,0,0,0.625,VietMode MP-08,Casual,Activewear,2022,1
2022-03-31,1240,3,1,1,0,90.0,1.0,0,0,0,0.25,VietMode MP-08,Casual,Activewear,2022,3
2022-05-31,1240,3,1,1,0,90.0,1.0,0,0,0,0.25,VietMode MP-08,Casual,Activewear,2022,5
2022-11-30,1240,3,1,1,1,90.0,0.9667,1,0,0,0.25,VietMode MP-08,Casual,Activewear,2022,11
2021-02-28,1241,3,1,1,2,90.0,0.9333,1,0,0,0.25,VietMode MP-09,Casual,Activewear,2021,2
2021-02-28,1242,3,1,1,0,90.0,1.0,0,0,0,0.25,VietMode MP-10,Casual,Activewear,2021,2
2018-09-30,1243,12,4,4,0,90.0,1.0,0,0,0,0.25,VietMode MP-11,Casual,Activewear,2018,9
2018-10-31,1243,13,5,4,1,97.5,0.9667,1,1,0,0.2353,VietMode MP-11,Casual,Activewear,2018,10
2018-12-31,1243,13,2,2,0,195.0,1.0,0,1,0,0.1333,VietMode MP-11,Casual,Activewear,2018,12
2019-01-31,1243,17,22,18,5,28.3,0.8333,1,0,0,0.5143,VietMode MP-11,Casual,Activewear,2019,1
2019-03-31,1243,17,1,1,1,510.0,0.9667,1,1,0,0.0556,VietMode MP-11,Casual,Activewear,2019,3
2019-04-30,1243,18,7,6,0,90.0,1.0,0,0,0,0.25,VietMode MP-11,Casual,Activewear,2019,4
2019-05-31,1243,18,4,4,1,135.0,0.9667,1,1,0,0.1818,VietMode MP-11,Casual,Activewear,2019,5
2019-06-30,1243,18,5,5,2,108.0,0.9333,1,1,0,0.2174,VietMode MP-11,Casual,Activewear,2019,6
2019-07-31,1243,19,8,7,1,81.4,0.9667,1,0,0,0.2692,VietMode MP-11,Casual,Activewear,2019,7
2019-08-31,1243,19,3,3,2,190.0,0.9333,1,1,0,0.1364,VietMode MP-11,Casual,Activewear,2019,8
2019-09-30,1243,19,1,1,1,570.0,0.9667,1,1,0,0.05,VietMode MP-11,Casual,Activewear,2019,9
2019-10-31,1243,19,3,3,0,190.0,1.0,0,1,0,0.1364,VietMode MP-11,Casual,Activewear,2019,10
2019-11-30,1243,19,2,2,2,285.0,0.9333,1,1,0,0.0952,VietMode MP-11,Casual,Activewear,2019,11
2019-12-31,1243,19,4,4,0,142.5,1.0,0,1,0,0.1739,VietMode MP-11,Casual,Activewear,2019,12
2020-01-31,1243,19,2,2,0,285.0,1.0,0,1,0,0.0952,VietMode MP-11,Casual,Activewear,2020,1
2020-03-31,1243,19,3,3,1,190.0,0.9667,1,1,0,0.1364,VietMode MP-11,Casual,Activewear,2020,3
2020-04-30,1243,19,3,3,2,190.0,0.9333,1,1,0,0.1364,VietMode MP-11,Casual,Activewear,2020,4
2020-05-31,1243,19,2,2,0,285.0,1.0,0,1,0,0.0952,VietMode MP-11,Casual,Activewear,2020,5
2020-06-30,1243,19,2,2,1,285.0,0.9667,1,1,0,0.0952,VietMode MP-11,Casual,Activewear,2020,6
2020-07-31,1243,19,3,3,2,190.0,0.9333,1,1,0,0.1364,VietMode MP-11,Casual,Activewear,2020,7
2020-08-31,1243,20,6,5,1,120.0,0.9667,1,1,0,0.2,VietMode MP-11,Casual,Activewear,2020,8
2020-09-30,1243,20,3,3,2,200.0,0.9333,1,1,0,0.1304,VietMode MP-11,Casual,Activewear,2020,9
2020-11-30,1243,20,1,1,2,600.0,0.9333,1,1,0,0.0476,VietMode MP-11,Casual,Activewear,2020,11
2021-01-31,1243,20,1,1,0,600.0,1.0,0,1,0,0.0476,VietMode MP-11,Casual,Activewear,2021,1
2021-02-28,1243,20,1,1,0,600.0,1.0,0,1,0,0.0476,VietMode MP-11,Casual,Activewear,2021,2
2021-03-31,1243,20,2,2,1,300.0,0.9667,1,1,0,0.0909,VietMode MP-11,Casual,Activewear,2021,3
2021-04-30,1243,20,3,3,2,200.0,0.9333,1,1,0,0.1304,VietMode MP-11,Casual,Activewear,2021,4
2021-05-31,1243,20,1,1,1,600.0,0.9667,1,1,0,0.0476,VietMode MP-11,Casual,Activewear,2021,5
2021-06-30,1243,20,1,1,1,600.0,0.9667,1,1,0,0.0476,VietMode MP-11,Casual,Activewear,2021,6
2021-07-31,1243,20,1,1,1,600.0,0.9667,1,1,0,0.0476,VietMode MP-11,Casual,Activewear,2021,7
2018-09-30,1244,12,4,4,0,90.0,1.0,0,0,0,0.25,VietMode MP-12,Casual,Activewear,2018,9
2018-10-31,1244,12,4,4,2,90.0,0.9333,1,0,0,0.25,VietMode MP-12,Casual,Activewear,2018,10
2018-12-31,1244,12,2,2,1,180.0,0.9667,1,1,0,0.1429,VietMode MP-12,Casual,Activewear,2018,12
2019-01-31,1244,15,21,18,6,25.0,0.8,1,0,0,0.5455,VietMode MP-12,Casual,Activewear,2019,1
2019-03-31,1244,15,1,1,2,450.0,0.9333,1,1,0,0.0625,VietMode MP-12,Casual,Activewear,2019,3
2019-04-30,1244,15,6,6,2,75.0,0.9333,1,0,0,0.2857,VietMode MP-12,Casual,Activewear,2019,4
2019-05-31,1244,15,4,4,1,112.5,0.9667,1,1,0,0.2105,VietMode MP-12,Casual,Activewear,2019,5
2019-06-30,1244,15,5,5,1,90.0,0.9667,1,0,0,0.25,VietMode MP-12,Casual,Activewear,2019,6
2019-07-31,1244,17,9,7,0,72.9,1.0,0,0,0,0.2917,VietMode MP-12,Casual,Activewear,2019,7
2019-08-31,1244,17,3,3,0,170.0,1.0,0,1,0,0.15,VietMode MP-12,Casual,Activewear,2019,8
2019-09-30,1244,17,1,1,1,510.0,0.9667,1,1,0,0.0556,VietMode MP-12,Casual,Activewear,2019,9
2019-10-31,1244,17,3,3,0,170.0,1.0,0,1,0,0.15,VietMode MP-12,Casual,Activewear,2019,10
2019-11-30,1244,17,2,2,2,255.0,0.9333,1,1,0,0.1053,VietMode MP-12,Casual,Activewear,2019,11
2019-12-31,1244,17,4,4,2,127.5,0.9333,1,1,0,0.1905,VietMode MP-12,Casual,Activewear,2019,12
2020-01-31,1244,17,2,2,2,255.0,0.9333,1,1,0,0.1053,VietMode MP-12,Casual,Activewear,2020,1
2020-03-31,1244,17,3,3,0,170.0,1.0,0,1,0,0.15,VietMode MP-12,Casual,Activewear,2020,3
2020-04-30,1244,17,3,3,1,170.0,0.9667,1,1,0,0.15,VietMode MP-12,Casual,Activewear,2020,4
2020-05-31,1244,17,2,2,2,255.0,0.9333,1,1,0,0.1053,VietMode MP-12,Casual,Activewear,2020,5
2020-06-30,1244,17,2,2,0,255.0,1.0,0,1,0,0.1053,VietMode MP-12,Casual,Activewear,2020,6
2020-07-31,1244,17,3,3,1,170.0,0.9667,1,1,0,0.15,VietMode MP-12,Casual,Activewear,2020,7
2020-08-31,1244,18,6,5,0,108.0,1.0,0,1,0,0.2174,VietMode MP-12,Casual,Activewear,2020,8
2020-09-30,1244,18,3,3,2,180.0,0.9333,1,1,0,0.1429,VietMode MP-12,Casual,Activewear,2020,9
2020-11-30,1244,18,1,1,0,540.0,1.0,0,1,0,0.0526,VietMode MP-12,Casual,Activewear,2020,11
2021-01-31,1244,18,1,1,0,540.0,1.0,0,1,0,0.0526,VietMode MP-12,Casual,Activewear,2021,1
2021-02-28,1244,18,1,1,1,540.0,0.9667,1,1,0,0.0526,VietMode MP-12,Casual,Activewear,2021,2
2021-03-31,1244,18,2,2,0,270.0,1.0,0,1,0,0.1,VietMode MP-12,Casual,Activewear,2021,3
2021-04-30,1244,18,3,3,0,180.0,1.0,0,1,0,0.1429,VietMode MP-12,Casual,Activewear,2021,4
2021-05-31,1244,18,1,1,2,540.0,0.9333,1,1,0,0.0526,VietMode MP-12,Casual,Activewear,2021,5
2021-06-30,1244,18,1,1,1,540.0,0.9667,1,1,0,0.0526,VietMode MP-12,Casual,Activewear,2021,6
2021-07-31,1244,18,1,1,2,540.0,0.9333,1,1,0,0.0526,VietMode MP-12,Casual,Activewear,2021,7
2021-09-30,1245,3,1,1,0,90.0,1.0,0,0,0,0.25,VietMode MP-13,Casual,Activewear,2021,9
2021-10-31,1245,4,7,6,3,20.0,0.9,1,0,0,0.6,VietMode MP-13,Casual,Activewear,2021,10
2021-11-30,1245,5,9,8,4,18.8,0.8667,1,0,0,0.6154,VietMode MP-13,Casual,Activewear,2021,11
2021-12-31,1245,6,9,8,3,22.5,0.9,1,0,0,0.5714,VietMode MP-13,Casual,Activewear,2021,12
2022-01-31,1245,7,8,7,1,30.0,0.9667,1,0,0,0.5,VietMode MP-13,Casual,Activewear,2022,1
2022-02-28,1245,7,5,5,0,42.0,1.0,0,0,0,0.4167,VietMode MP-13,Casual,Activewear,2022,2
2022-03-31,1245,9,12,10,3,27.0,0.9,1,0,0,0.5263,VietMode MP-13,Casual,Activewear,2022,3
2022-04-30,1245,13,30,26,17,15.0,0.4333,1,0,0,0.6667,VietMode MP-13,Casual,Activewear,2022,4
2022-05-31,1245,15,12,10,0,45.0,1.0,0,0,0,0.4,VietMode MP-13,Casual,Activewear,2022,5
2022-06-30,1245,16,10,9,1,53.3,0.9667,1,0,0,0.36,VietMode MP-13,Casual,Activewear,2022,6
2022-07-31,1245,16,1,1,0,480.0,1.0,0,1,0,0.0588,VietMode MP-13,Casual,Activewear,2022,7
2022-08-31,1245,16,2,2,2,240.0,0.9333,1,1,0,0.1111,VietMode MP-13,Casual,Activewear,2022,8
2022-11-30,1245,16,1,1,2,480.0,0.9333,1,1,0,0.0588,VietMode MP-13,Casual,Activewear,2022,11
2021-09-30,1246,3,1,1,0,90.0,1.0,0,0,0,0.25,VietMode MP-14,Casual,Activewear,2021,9
2021-10-31,1246,4,7,6,3,20.0,0.9,1,0,0,0.6,VietMode MP-14,Casual,Activewear,2021,10
2021-11-30,1246,5,9,8,4,18.8,0.8667,1,0,0,0.6154,VietMode MP-14,Casual,Activewear,2021,11
2021-12-31,1246,7,10,8,3,26.2,0.9,1,0,0,0.5333,VietMode MP-14,Casual,Activewear,2021,12
2022-01-31,1246,8,8,7,0,34.3,1.0,0,0,0,0.4667,VietMode MP-14,Casual,Activewear,2022,1
2022-02-28,1246,9,6,5,2,54.0,0.9333,1,0,0,0.3571,VietMode MP-14,Casual,Activewear,2022,2
2022-03-31,1246,11,12,10,1,33.0,0.9667,1,0,0,0.4762,VietMode MP-14,Casual,Activewear,2022,3
2022-04-30,1246,17,32,26,15,19.6,0.5,1,0,0,0.6047,VietMode MP-14,Casual,Activewear,2022,4
2022-05-31,1246,19,12,10,1,57.0,0.9667,1,0,0,0.3448,VietMode MP-14,Casual,Activewear,2022,5
2022-06-30,1246,20,10,9,0,66.7,1.0,0,0,0,0.3103,VietMode MP-14,Casual,Activewear,2022,6
2022-07-31,1246,20,1,1,1,600.0,0.9667,1,1,0,0.0476,VietMode MP-14,Casual,Activewear,2022,7
2022-08-31,1246,20,2,2,2,300.0,0.9333,1,1,0,0.0909,VietMode MP-14,Casual,Activewear,2022,8
2022-11-30,1246,20,1,1,0,600.0,1.0,0,1,0,0.0476,VietMode MP-14,Casual,Activewear,2022,11
2021-05-31,1247,9,3,3,1,90.0,0.9667,1,0,0,0.25,VietMode MP-15,Casual,Activewear,2021,5
2021-06-30,1247,9,1,1,2,270.0,0.9333,1,1,0,0.1,VietMode MP-15,Casual,Activewear,2021,6
2021-05-31,1248,9,3,3,1,90.0,0.9667,1,0,0,0.25,VietMode MP-16,Casual,Activewear,2021,5
2021-06-30,1248,9,1,1,0,270.0,1.0,0,1,0,0.1,VietMode MP-16,Casual,Activewear,2021,6
2021-12-31,1249,3,1,1,1,90.0,0.9667,1,0,0,0.25,VietMode MP-17,Casual,Activewear,2021,12
2022-01-31,1249,3,1,1,1,90.0,0.9667,1,0,0,0.25,VietMode MP-17,Casual,Activewear,2022,1
2022-02-28,1249,3,2,2,0,45.0,1.0,0,0,0,0.4,VietMode MP-17,Casual,Activewear,2022,2
2022-03-31,1249,3,1,1,2,90.0,0.9333,1,0,0,0.25,VietMode MP-17,Casual,Activewear,2022,3
2022-04-30,1249,3,1,1,2,90.0,0.9333,1,0,0,0.25,VietMode MP-17,Casual,Activewear,2022,4
2022-08-31,1249,3,2,2,2,45.0,0.9333,1,0,0,0.4,VietMode MP-17,Casual,Activewear,2022,8
2022-12-31,1249,3,1,1,2,90.0,0.9333,1,0,0,0.25,VietMode MP-17,Casual,Activewear,2022,12
2021-12-31,1250,3,1,1,2,90.0,0.9333,1,0,0,0.25,VietMode MP-18,Casual,Activewear,2021,12
2022-01-31,1250,3,1,1,0,90.0,1.0,0,0,0,0.25,VietMode MP-18,Casual,Activewear,2022,1
2022-02-28,1250,3,2,2,1,45.0,0.9667,1,0,0,0.4,VietMode MP-18,Casual,Activewear,2022,2
